"birth_rate";"compet";"a";"t0";"k";"compet2";"n_immig";"n_alive_0";"n_alive_1";"n_alive_2";"n_alive_3";"n_alive_4";"n_alive_5";"n_alive_6";"n_alive_7";"n_alive_8";"n_alive_9";"n_alive_10";"n_alive_11";"n_alive_12";"n_alive_13";"n_alive_14";"n_alive_15";"n_alive_16";"n_alive_17";"n_alive_18";"n_alive_19";"n_alive_20";"n_alive_21";"n_alive_22";"n_alive_23";"n_alive_24";"n_alive_25";"n_alive_26";"n_alive_27";"n_alive_28";"n_alive_29";"n_alive_30";"n_alive_31";"n_alive_32";"n_alive_33";"n_alive_34";"n_alive_35";"n_alive_36";"n_alive_37";"n_alive_38";"n_alive_39";"n_alive_40";"n_alive_41";"n_alive_42";"n_alive_43";"n_alive_44";"n_alive_45";"n_alive_46";"n_alive_47";"n_alive_48";"n_alive_49";"smurf_rate_0";"smurf_rate_1";"smurf_rate_2";"smurf_rate_3";"smurf_rate_4";"smurf_rate_5";"smurf_rate_6";"smurf_rate_7";"smurf_rate_8";"smurf_rate_9";"smurf_rate_10";"smurf_rate_11";"smurf_rate_12";"smurf_rate_13";"smurf_rate_14";"smurf_rate_15";"smurf_rate_16";"smurf_rate_17";"smurf_rate_18";"smurf_rate_19";"smurf_rate_20";"smurf_rate_21";"smurf_rate_22";"smurf_rate_23";"smurf_rate_24";"smurf_rate_25";"smurf_rate_26";"smurf_rate_27";"smurf_rate_28";"smurf_rate_29";"smurf_rate_30";"smurf_rate_31";"smurf_rate_32";"smurf_rate_33";"smurf_rate_34";"smurf_rate_35";"smurf_rate_36";"smurf_rate_37";"smurf_rate_38";"smurf_rate_39";"smurf_rate_40";"smurf_rate_41";"smurf_rate_42";"smurf_rate_43";"smurf_rate_44";"smurf_rate_45";"smurf_rate_46";"smurf_rate_47";"smurf_rate_48";"smurf_rate_49";"age_0_smurf0";"age_1_smurf0";"age_2_smurf0";"age_3_smurf0";"age_4_smurf0";"age_5_smurf0";"age_6_smurf0";"age_7_smurf0";"age_8_smurf0";"age_9_smurf0";"age_10_smurf0";"age_11_smurf0";"age_12_smurf0";"age_13_smurf0";"age_14_smurf0";"age_15_smurf0";"age_16_smurf0";"age_17_smurf0";"age_18_smurf0";"age_19_smurf0";"age_20_smurf0";"age_21_smurf0";"age_22_smurf0";"age_23_smurf0";"age_24_smurf0";"age_25_smurf0";"age_26_smurf0";"age_27_smurf0";"age_28_smurf0";"age_29_smurf0";"age_0_smurf1";"age_1_smurf1";"age_2_smurf1";"age_3_smurf1";"age_4_smurf1";"age_5_smurf1";"age_6_smurf1";"age_7_smurf1";"age_8_smurf1";"age_9_smurf1";"age_10_smurf1";"age_11_smurf1";"age_12_smurf1";"age_13_smurf1";"age_14_smurf1";"age_15_smurf1";"age_16_smurf1";"age_17_smurf1";"age_18_smurf1";"age_19_smurf1";"age_20_smurf1";"age_21_smurf1";"age_22_smurf1";"age_23_smurf1";"age_24_smurf1";"age_25_smurf1";"age_26_smurf1";"age_27_smurf1";"age_28_smurf1";"age_29_smurf1"
"0.1";1e-06;"0.009";5;"0.1911";1e-06;9;10;21;34;49;61;78;93;104;124;142;165;176;196;214;241;265;291;313;346;369;401;447;492;544;583;626;691;751;794;845;904;956;1018;1080;1160;1233;1313;1387;1504;1602;1722;1829;1954;2062;2209;2328;2473;2630;2795;2984;"0";"0.0476190476190476";"0.117647058823529";"0.122448979591837";"0.147540983606557";"0.179487179487179";"0.182795698924731";"0.134615384615385";"0.129032258064516";"0.133802816901408";"0.133333333333333";"0.142045454545455";"0.163265306122449";"0.158878504672897";"0.149377593360996";"0.150943396226415";"0.15807560137457";"0.178913738019169";"0.167630057803468";"0.130081300813008";"0.139650872817955";"0.136465324384787";"0.123983739837398";"0.130514705882353";"0.125214408233276";"0.121405750798722";"0.121562952243126";"0.122503328894807";"0.133501259445844";"0.136094674556213";"0.149336283185841";"0.141213389121339";"0.142436149312377";"0.137962962962963";"0.137068965517241";"0.140308191403082";"0.143945163747144";"0.137707281903389";"0.148271276595745";"0.134207240948814";"0.132404181184669";"0.140513942044833";"0.140736949846469";"0.137245392822502";"0.137166138524219";"0.13659793814433";"0.129801860088961";"0.136882129277567";"0.13953488372093";"0.14544235924933";270;230;200;210;166;187;155;163;126;139;128;105;75;59;50;54;57;27;30;27;16;11;7;13;10;6;5;6;4;3;0;1;1;3;5;3;6;7;17;18;16;19;22;26;24;27;21;21;27;14;23;12;22;27;12;8;7;10;5;5
"0.2";1e-05;"0.009";5;"0.1911";1e-07;9;10;26;41;58;68;91;112;147;186;216;265;313;375;467;578;701;840;1009;1208;1450;1698;1978;2353;2726;3148;3686;4277;4881;5560;6330;7059;7797;8693;9569;10478;11321;12149;12921;13574;14223;14760;15289;15769;16214;16548;16699;16901;17023;17311;17495;"0";"0.0384615384615385";"0.0487804878048781";"0.0517241379310345";"0.0735294117647059";"0.0769230769230769";"0.0892857142857143";"0.102040816326531";"0.118279569892473";"0.0925925925925926";"0.0641509433962264";"0.0638977635782748";"0.0586666666666667";"0.0620985010706638";"0.0588235294117647";"0.0499286733238231";"0.05";"0.0495540138751239";"0.0562913907284768";"0.056551724137931";"0.0518256772673734";"0.0535894843276036";"0.0573735656608585";"0.0513573000733676";"0.0463786531130877";"0.0501899077590884";"0.0530745849894786";"0.0514238885474288";"0.0476618705035971";"0.0500789889415482";"0.0511403881569627";"0.0489932025137874";"0.048889911422984";"0.0508935102936566";"0.0495323535025768";"0.0473456408444484";"0.0482344225862211";"0.0502283105022831";"0.050390452335347";"0.0511143921816776";"0.0510840108401084";"0.0504938190856171";"0.0500348785591984";"0.0489083508079437";"0.0493110949963742";"0.0507814839211929";"0.0510620673332939";"0.0486400751923868";"0.048986193749639";"0.0499571306087454";3084;2551;2095;1728;1412;1205;991;820;641;499;362;291;219;159;149;111;80;75;46;27;24;22;6;8;6;4;0;3;0;2;2;5;4;17;26;44;53;51;59;61;67;65;50;64;56;44;38;28;28;17;17;9;12;16;12;6;6;6;0;2
"0.1";1e-06;"0.009";5;"0.1911";1e-07;9;12;21;29;34;46;54;65;78;96;109;140;160;182;198;214;254;280;307;328;355;384;420;455;497;532;567;618;670;730;786;822;869;918;972;1036;1105;1167;1251;1331;1419;1510;1611;1712;1801;1900;2020;2143;2292;2452;2590;"0";"0.0476190476190476";"0.0689655172413793";"0.0882352941176471";"0.0869565217391304";"0.0925925925925926";"0.123076923076923";"0.115384615384615";"0.0833333333333333";"0.0917431192660551";"0.107142857142857";"0.1";"0.126373626373626";"0.171717171717172";"0.182242990654206";"0.161417322834646";"0.167857142857143";"0.172638436482085";"0.167682926829268";"0.169014084507042";"0.177083333333333";"0.154761904761905";"0.158241758241758";"0.160965794768612";"0.142857142857143";"0.142857142857143";"0.147249190938511";"0.152238805970149";"0.147945205479452";"0.156488549618321";"0.145985401459854";"0.151898734177215";"0.150326797385621";"0.145061728395062";"0.136100386100386";"0.144796380090498";"0.131962296486718";"0.135891286970424";"0.141998497370398";"0.15292459478506";"0.15364238410596";"0.152700186219739";"0.148948598130841";"0.143808995002776";"0.142105263157895";"0.135643564356436";"0.138124125058329";"0.143979057591623";"0.143964110929853";"0.137451737451737";212;212;195;181;160;134;128;133;132;113;105;79;75;61;55;45;37;42;28;24;13;13;19;8;6;6;5;4;3;1;0;1;2;0;4;4;10;15;9;8;13;16;18;16;12;20;19;16;19;16;27;13;12;8;8;13;9;9;6;7
"0.2";1e-06;"0.009";5;"0.1911";1e-07;9;10;22;34;49;69;94;111;138;171;212;242;310;375;458;570;686;816;972;1158;1395;1681;2020;2429;2904;3521;4218;5031;6050;7247;8558;10183;12112;14347;16967;19927;23445;27378;31787;36760;42347;48462;55048;62019;69359;76961;84484;92437;100039;107070;113998;"0";"0";"0";"0.0612244897959184";"0.0434782608695652";"0.0531914893617021";"0.0630630630630631";"0.0579710144927536";"0.064327485380117";"0.0613207547169811";"0.0619834710743802";"0.0709677419354839";"0.0533333333333333";"0.0611353711790393";"0.0701754385964912";"0.0641399416909621";"0.0625";"0.0627572016460905";"0.0561312607944732";"0.0559139784946237";"0.0571088637715645";"0.0559405940594059";"0.0514615067929189";"0.0506198347107438";"0.0576540755467197";"0.0523944997629208";"0.0536672629695885";"0.0514049586776859";"0.0521595142817718";"0.0511801822855807";"0.0523421388588825";"0.0504458388375165";"0.0506029135010804";"0.0509223787351918";"0.0515882972850906";"0.0517807634890168";"0.0541675798086054";"0.0533866045867808";"0.0545973884657236";"0.055895340874206";"0.0574058024844208";"0.0590030518819939";"0.0593366548960802";"0.0619818624835998";"0.0646301373422903";"0.0660716822120165";"0.0679381632895918";"0.0679734903387679";"0.0694125338563557";"0.0718345935893612";19454;16024;13569;11314;8976;7553;6177;4944;4002;3188;2514;2001;1483;1176;912;693;491;376;291;197;138;96;77;52;32;35;10;14;10;4;101;249;302;352;395;472;534;535;544;553;556;499;451;424;371;307;293;229;190;171;130;116;105;73;61;39;42;24;23;9
"0.2";1e-06;"0.009";5;"0.1911";1e-06;9;8;20;30;48;65;93;128;161;206;255;310;384;464;574;689;832;990;1200;1439;1766;2144;2540;3067;3706;4454;5332;6337;7483;8873;10493;12357;14567;17098;19910;23038;26477;30228;34246;38744;43185;47922;52815;57612;62222;66493;70831;74619;77796;80921;83712;"0";"0.05";"0.0666666666666667";"0.0208333333333333";"0.0461538461538462";"0.032258064516129";"0.0546875";"0.0745341614906832";"0.0970873786407767";"0.0862745098039216";"0.0870967741935484";"0.0859375";"0.084051724137931";"0.0801393728222996";"0.0725689404934688";"0.0637019230769231";"0.0535353535353535";"0.0583333333333333";"0.0528144544822794";"0.0481313703284258";"0.0475746268656716";"0.0456692913385827";"0.0511900880339094";"0.0469508904479223";"0.049618320610687";"0.0553263315828957";"0.0590184629951081";"0.0621408525992249";"0.0626620083399076";"0.0663299342418755";"0.0702435866310593";"0.0745520697466877";"0.0792490349748509";"0.0841285786037167";"0.0907630870735307";"0.095554632322393";"0.102851660711923";"0.109677042574315";"0.119011976047904";"0.128331596619196";"0.137264721839656";"0.150260342705671";"0.16277858779421";"0.172430972967761";"0.18349299926308";"0.194039333060383";"0.203085005159544";"0.212478790683326";"0.221475266000173";"0.231281058868502";12056;9890;8068;6882;5617;4513;3753;2969;2377;1908;1446;1193;924;702;552;406;303;211;154;129;95;60;36;35;18;11;18;13;2;4;467;1114;1403;1602;1593;1627;1530;1388;1264;1137;1002;854;759;641;508;477;373;339;275;216;172;123;115;88;64;50;41;35;25;21
"0.4";1e-05;"0.009";5;"0.1911";1e-06;9;16;35;57;96;150;229;372;558;839;1195;1731;2523;3633;5139;7243;9839;12855;16444;20166;23781;26999;29395;31335;32783;34054;34822;35416;35626;35656;36057;35855;35843;36084;36146;36036;36002;36078;36159;36089;36122;36104;36065;36009;35866;35598;35500;35685;35958;35822;35791;"0";"0";"0";"0.0208333333333333";"0.00666666666666667";"0.0174672489082969";"0.0268817204301075";"0.0232974910394265";"0.0274135876042908";"0.0234309623430962";"0.0225303292894281";"0.0214030915576694";"0.0206440957886045";"0.0175131348511384";"0.0189148143034654";"0.0213436324829759";"0.0260598988720342";"0.0308319143760642";"0.0357036596251116";"0.0420083259745175";"0.0471869328493648";"0.0506208538867154";"0.0567416626775172";"0.0601531281456853";"0.0606683502672226";"0.0634081902245707";"0.0675118590467585";"0.0691068320889238";"0.0693852367063047";"0.0705826885209529";"0.0717054804071957";"0.0704461122115894";"0.0711672763551713";"0.0714048580755824";"0.0720668220668221";"0.0728570634964724";"0.0712068296468762";"0.0703282723526646";"0.0700767546897947";"0.0688223243452744";"0.0700753379126967";"0.0708997643144323";"0.0694826293426643";"0.0680867674120337";"0.0696387437496489";"0.07";"0.0710662743449629";"0.0701095722787697";"0.0715202947909106";"0.0736218602441955";11044;7349;5118;3294;2177;1474;924;618;452;259;179;92;63;38;28;18;11;7;3;2;2;3;1;0;0;0;0;0;0;0;202;359;386;348;307;245;216;160;121;83;65;50;32;25;7;7;10;5;4;1;1;0;0;0;1;0;0;0;0;0
"0.4";1e-05;"0.009";5;"0.1911";1e-07;9;16;35;66;100;160;234;364;528;754;1107;1586;2336;3386;4948;6974;9618;12776;16519;20174;23978;27336;30272;32680;34602;35989;37129;37833;38161;38441;38625;38503;38508;38732;38914;39015;39088;39026;38884;39094;39143;39105;39139;39172;38961;39052;39188;39500;39346;39513;39301;"0";"0.0571428571428571";"0.0606060606060606";"0.04";"0.04375";"0.0341880341880342";"0.0247252747252747";"0.0227272727272727";"0.0251989389920424";"0.024390243902439";"0.0132408575031526";"0.0145547945205479";"0.0124040165386887";"0.0121261115602264";"0.0126182965299685";"0.0120607194843003";"0.0126800250469631";"0.0124099521762819";"0.0118965004461188";"0.0121361247810493";"0.0127670471173544";"0.0147330866807611";"0.0161260709914321";"0.0152592335703139";"0.016032676651199";"0.0163214737806028";"0.0165199693389369";"0.0168234585047562";"0.0172732239015634";"0.0186148867313916";"0.0187777575773316";"0.0179443232575049";"0.0183310957347929";"0.0177314077195868";"0.0174548250672818";"0.0173454768726975";"0.0171936657612873";"0.0175650653224977";"0.0169591241622755";"0.0172189152594334";"0.0174913693901036";"0.0178849740667876";"0.0166700704584908";"0.0171710171710172";"0.0174126805285261";"0.0170460345003573";"0.0161772151898734";"0.0165201036954201";"0.0174372991167464";"0.0171242462023867";12736;8741;5872;3826;2601;1743;1085;737;458;282;211;120;72;61;35;17;13;7;3;2;4;2;0;0;1;0;0;0;0;0;24;43;53;56;79;78;63;58;46;38;27;36;16;17;13;1;10;4;6;3;0;1;0;1;0;0;0;0;0;0
"0.3";1e-06;"0.009";5;"0.1911";1e-06;9;13;34;62;93;138;193;275;366;491;687;911;1237;1652;2163;2876;3821;5079;6698;8929;11984;15673;20205;26075;33486;42199;52249;63483;75728;88633;100858;112447;122475;130763;137588;142957;146549;148698;150175;151176;151772;151902;152020;151645;151730;151278;150799;150725;150489;150229;149909;"0.0769230769230769";"0.0588235294117647";"0.0483870967741935";"0.0645161290322581";"0.0507246376811594";"0.0362694300518135";"0.0327272727272727";"0.040983606557377";"0.0325865580448065";"0.0305676855895196";"0.026344676180022";"0.0299110751818917";"0.0290556900726392";"0.0277392510402219";"0.0292072322670376";"0.0324522376341272";"0.0316991533766489";"0.0338907136458644";"0.0353903012655393";"0.0389686248331108";"0.0432591080201621";"0.0488492947290275";"0.0555704697986577";"0.0635190826016843";"0.0765184009099742";"0.0922122911443281";"0.108627506576564";"0.125475385590535";"0.147823045592499";"0.1707846675524";"0.191983779024785";"0.214582567870994";"0.234951782996719";"0.251162892112684";"0.269017956448443";"0.283174910780695";"0.29218281348774";"0.301002164141835";"0.305656982589829";"0.309747516010858";"0.312214454055904";"0.315267727930535";"0.317524481519338";"0.31817702497858";"0.319319398722881";"0.320857565368471";"0.31912423287444";"0.321604901354916";"0.322261347675881";"0.32180189314851";27093;20243;14803;10937;8174;5892;4246;3206;2198;1502;1106;697;530;331;232;167;112;75;36;28;23;8;8;10;3;5;1;0;1;1;1914;4272;5428;5486;5254;4662;4108;3415;3016;2258;1896;1511;1204;947;713;578;419;303;244;169;137;95;52;44;46;20;11;11;8;2
"0.3";1e-06;"0.009";5;"0.1911";1e-07;9;16;33;49;75;94;117;163;222;302;410;548;744;981;1337;1787;2401;3216;4277;5724;7621;10141;13368;17591;22921;29795;38179;48597;61292;76173;92896;111401;131240;151013;170110;187302;202706;215962;227046;236066;243022;248647;252712;255881;258101;260174;262021;262914;263170;263600;264230;"0";"0.0303030303030303";"0.0408163265306122";"0.08";"0.074468085106383";"0.0683760683760684";"0.0674846625766871";"0.0540540540540541";"0.0629139072847682";"0.0463414634146341";"0.0346715328467153";"0.0349462365591398";"0.0407747196738022";"0.0359012715033657";"0.0307778399552322";"0.0262390670553936";"0.0264303482587065";"0.0243161094224924";"0.0228860936408106";"0.023225298517255";"0.0232718666798146";"0.0230400957510473";"0.0248990961287022";"0.0242572313598883";"0.0241986910555462";"0.0262186018491841";"0.0269975512891742";"0.0290413104483456";"0.0319535793522639";"0.0341780055115398";"0.0366423999784562";"0.0402316366961292";"0.0440293219789025";"0.0478102404326612";"0.0516759030869932";"0.0554250984183991";"0.0582463581556014";"0.061432485047083";"0.0636389823185042";"0.0656854111973402";"0.0672801200094914";"0.06903115008389";"0.0704976141253161";"0.0718633403202622";"0.0728896815208284";"0.0732536705073257";"0.0735906037715755";"0.0742941824676065";"0.0738353566009105";"0.073708511524051";64034;47958;35918;26397;19557;14302;10576;7653;5473;3882;2759;1993;1376;945;637;430;296;191;130;85;56;33;28;14;13;5;4;2;2;2;720;1604;1955;1930;2004;1850;1637;1403;1238;1074;824;730;621;459;321;291;216;152;133;96;62;45;28;30;14;4;18;4;6;1
"0.4";1e-06;"0.009";5;"0.1911";1e-06;9;9;25;53;84;146;230;352;537;787;1189;1723;2588;3811;5675;8266;12106;17576;25318;36105;49888;67536;88088;111328;134756;156293;174597;188596;198255;203810;207032;208397;208759;208387;207664;207376;206687;205798;205639;205253;204331;203685;203560;203818;203702;204041;204423;204342;203995;204031;203766;"0";"0";"0.0188679245283019";"0.0119047619047619";"0.0205479452054795";"0.0217391304347826";"0.0198863636363636";"0.0167597765363128";"0.0228716645489199";"0.0201850294365013";"0.0197330237957052";"0.0162287480680062";"0.0152191025977434";"0.0169162995594714";"0.0206871521896927";"0.0233768379316042";"0.0294151115157032";"0.0364167785765068";"0.0489405899459909";"0.0657071840923669";"0.0838219616204691";"0.108539188084643";"0.13662331129635";"0.169090801151711";"0.202792191588875";"0.23727211807763";"0.266172135146026";"0.289546291392399";"0.308223345272558";"0.322500869430813";"0.331962552244034";"0.339453628346562";"0.344628023821064";"0.348514908698667";"0.349355759586452";"0.348797940847755";"0.348866364104607";"0.348756801968498";"0.348301851860874";"0.347793531084368";"0.347865576748411";"0.348870112006288";"0.347020380928083";"0.347566543283817";"0.346871462108106";"0.34772506029165";"0.348063540534985";"0.348944827079095";"0.348618592272743";"0.347835262016234";45020;30208;19790;13100;8836;5639;3626;2438;1550;1019;607;409;239;146;111;64;32;21;19;5;6;1;1;1;0;1;0;0;0;0;4297;9023;10382;9752;8363;6963;5529;4273;3222;2509;1860;1388;938;754;501;333;251;160;106;76;56;40;28;18;20;10;9;6;6;2
"0.4";1e-06;"0.009";5;"0.1911";1e-07;9;20;39;61;98;153;253;362;555;794;1183;1749;2568;3854;5716;8360;12215;17771;25539;36511;51581;71402;97085;127846;162403;198556;234203;265122;291097;310801;326221;336710;344526;349604;352789;355228;356899;358660;358447;358019;358547;359871;359255;359285;360833;360631;360259;360835;360661;359211;358628;"0.05";"0.0256410256410256";"0";"0.0204081632653061";"0.0196078431372549";"0.0316205533596838";"0.0331491712707182";"0.0288288288288288";"0.0214105793450882";"0.0160608622147084";"0.0148656375071469";"0.0136292834890966";"0.0160871821484172";"0.0157452764170749";"0.0141148325358852";"0.0135079819893573";"0.0139553204659276";"0.0142527115392145";"0.0158034564925639";"0.0175064461720401";"0.018626929217669";"0.0210640160683937";"0.0247094160161444";"0.0295006865636719";"0.0353149741130966";"0.0405887200420148";"0.0463145268970512";"0.0520101546907045";"0.0565345671345974";"0.06046821020106";"0.0638472275845683";"0.0661314385561612";"0.0672532350888434";"0.0677628837633826";"0.0688262186539349";"0.0693501522839795";"0.0698488819494786";"0.0702279555973408";"0.070105217879498";"0.0704705380326708";"0.0710810262566308";"0.0707909423668425";"0.0712470601333203";"0.070827779055685";"0.0710088705629854";"0.0715846099611668";"0.0718971274959469";"0.0711915067057431";"0.0715456931998185";"0.0716396934985556";110532;73928;50191;33802;22319;14908;9885;6292;4028;2653;1660;1025;649;436;276;128;89;50;32;18;11;14;6;2;1;0;0;1;0;0;1751;3440;3829;3418;2973;2456;1937;1529;1153;841;627;570;365;257;183;125;69;53;36;28;19;13;7;2;5;1;4;1;0;0
